industry,job_role,education_level,experience_years,ai_adoption_level,automation_risk,skill_shift_level,salary_change_percent,job_replacement_probability
Retail,Data Analyst,Diploma,10,0.37358459417493284,0.4402535965300325,0.4757101595806861,16.15567344731225,0.3309989832043342
Retail,Nurse,Diploma,12,0.48558740498403075,0.49419553615447015,0.6534987272195325,14.154774525799365,0.29455657609929964
Finance,Data Analyst,High School,24,0.7981444329058817,0.6712861076608311,0.7060720186488915,21.4489902586908,0.4588064716527318
Government,Manager,High School,20,0.3413642524595433,0.27534901555335545,0.4745310381330969,7.742566369301302,0.14426546379188881
Healthcare,Technician,High School,9,0.3771651256560043,0.5223274698882384,0.7556728269870637,21.835399058889656,0.39063135682306777
Logistics,Clerk,Diploma,3,0.639887028986288,0.8628104124643933,1.0,33.76639830855926,0.7626817479528873
Manufacturing,Teacher,High School,5,0.8516098732214035,0.9655341674995312,0.9602511656422901,35.771040882084705,0.7990919876180983
IT,Teacher,High School,6,0.856599940033606,0.8957023978884228,0.8636594020545516,26.120451698092857,0.8493283791726409
Logistics,Teacher,Master,4,0.5291976878749811,0.531137464148432,0.7471896769156892,24.889415757283412,0.335221537252276
Retail,Nurse,Master,10,0.48448386704808344,0.47640497629256146,0.5289719290852246,10.053790294262871,0.2773788290687845
IT,Support Staff,High School,12,0.8075431764136762,0.8603875280401929,0.7694208155423066,28.03111818033331,0.5515506118695688
IT,Support Staff,Bachelor,24,0.8527432238371844,0.9229163927718158,1.0,34.63195927091085,0.7028352235088446
IT,Software Engineer,High School,18,0.9157728590134145,0.8280389504203948,0.9101962418782449,28.281367955846235,0.6353278028768783
Finance,Clerk,Master,22,0.5346057661742224,0.7144665361332003,1.0,33.62490620448865,0.577474419844913
Retail,Teacher,Bachelor,9,0.6613782115561482,0.5696177579083167,0.6402624002856321,14.79656555943571,0.4713625466770554
IT,Support Staff,Bachelor,9,0.6543083960556265,0.9523295840642152,1.0,34.95435455252389,0.7434569191519421
Manufacturing,Nurse,High School,10,0.6795183171359893,0.7117040879048756,0.651443312719076,23.45252004661617,0.6596694165618041
Education,Software Engineer,Master,20,0.25959710849043016,0.21829827017700204,0.5894383235558127,13.479985483921638,0.062225692894284756
IT,Technician,Master,6,0.787540978870852,0.9947679730280389,1.0,36.68347582192108,0.9066905149602504
Finance,Software Engineer,Bachelor,17,0.6840344096056633,0.7042830847282329,0.9921017737381295,37.896737334050115,0.4779874390247168
Logistics,Support Staff,High School,3,0.6290884853035291,0.7932576304230674,1.0,38.07023942195235,0.6807323944378544
Retail,Manager,Diploma,1,0.40796992145989286,0.2428902815254815,0.37660527687952483,2.0770081856615032,0.2147049382280423
Government,Nurse,Diploma,13,0.4260091785334643,0.3680813470950425,0.47599896410279574,11.421271688846165,0.25589844596078043
Finance,Manager,Master,12,0.5156724576766338,0.45759817402718395,0.6232351898101498,23.55551203477895,0.2599423729866613
IT,Teacher,Diploma,11,0.9166673870463453,0.8175237662352307,0.9737488812569801,35.93862105818792,0.6031334905504232
Retail,Manager,Master,6,0.6813255518977411,0.6154240966638469,0.8244215355402849,24.96419005365198,0.4909586101316684
Education,Teacher,Master,1,0.36891908950289126,0.2423489518272678,0.4503969071392191,4.0448094155280785,0.22454452147006967
IT,Teacher,Master,12,0.8310337836000161,0.853003080497869,1.0,32.54982009480709,0.626902918954853
Finance,Support Staff,Diploma,13,0.632618597320585,0.9058259355984766,1.0,36.5745857298726,0.8150656560725211
Healthcare,Manager,Master,16,0.35234863660642096,0.2763354871085515,0.6051050233739048,21.04774142255188,0.14220992552096096
Manufacturing,Teacher,Bachelor,8,0.6850560760132907,0.7619754659935755,1.0,30.093062642222723,0.6016389290422618
Government,Clerk,High School,16,0.4771020907414713,0.7853054092746982,0.9235007658973837,33.952701585910916,0.6493131249785964
Logistics,Technician,High School,7,0.6585960947642187,0.8615953721466606,0.8197215704633904,26.891686016917582,0.7008659383865654
Finance,Software Engineer,Master,1,0.5354409701153057,0.5765232205556512,0.6472102578621304,17.491926964084364,0.5634958987952332
Retail,Software Engineer,High School,23,0.6464988213928247,0.6680058555669842,0.8097600658566263,31.32068037573228,0.4735916766169834
Government,Support Staff,Diploma,12,0.385879870709835,0.6064922146826701,0.8115673924724717,30.969927802262767,0.44517666459529565
Government,Manager,Diploma,2,0.4946031766106367,0.2722251752860163,0.23866572217036525,-2.984166304211143,0.1691941785834748
Government,Manager,High School,15,0.40307753157476034,0.28680190131997896,0.5116200139000758,18.691046906834924,0.15295201944061826
IT,Teacher,Diploma,5,0.845890955693279,0.8018316769568966,0.7837309007625337,20.195493885736628,0.5801719916667091
Manufacturing,Nurse,High School,18,0.5868407148189544,0.47041834019870926,0.4704835270186301,8.848045152852325,0.33894484043246886
IT,Data Analyst,High School,6,0.7085759065985198,0.6828624460348317,0.8181988805143783,23.220214386634105,0.46363934087107006
Retail,Teacher,High School,9,0.6902088397738069,0.7661869561500975,0.7256423641916643,17.888276823189823,0.5080544554062091
IT,Technician,Master,8,0.7299703613641698,0.9403928971501095,1.0,31.363830696194533,0.6336332098948609
Healthcare,Clerk,High School,1,0.6921082412966287,1.0,1.0,28.476941154834137,0.6889654646046826
Manufacturing,Software Engineer,Master,14,0.7361694472834922,0.6366291531062721,0.9547192043055848,37.62339319757599,0.41310759339406755
Manufacturing,Teacher,High School,4,0.597526166472378,0.4018279838947138,0.4466155215395549,4.565326371919468,0.3657840935286541
Retail,Data Analyst,High School,21,0.3847557709637925,0.35245651575042636,0.4809970384182051,16.812437419537513,0.21969174149444237
Logistics,Data Analyst,High School,3,0.523102424747009,0.5158166233055841,0.618683307335432,11.015715245054444,0.45301998503547247
Healthcare,Teacher,Diploma,19,0.6739730655088675,0.46025443383093173,0.41803090253988484,15.993634544461802,0.3326076120100512
Finance,Support Staff,Master,3,0.6449525785148793,0.6886917921163882,1.0,36.1339210503332,0.49759072603636145
IT,Software Engineer,Master,17,0.7884019937975201,0.86649483708946,0.9309946681762458,27.3763186509644,0.7473589192473892
Education,Support Staff,High School,3,0.3596221913745609,0.5839942641263449,0.8227252223033147,28.788913006051732,0.3926608059168839
IT,Clerk,High School,16,0.701471647698306,0.8736294761124453,0.9660819385399848,34.84267028349355,0.5907036988312072
Government,Data Analyst,Diploma,11,0.3707479190173423,0.3501909047645262,0.6372965642372994,22.230727434699908,0.2445399372244622
IT,Data Analyst,Diploma,21,0.6955167238788985,0.7317705821575895,0.7219343419524319,24.95700709454649,0.3970068991434845
Finance,Technician,Diploma,16,0.7924180827338146,0.6962199395907519,0.8178629213056815,29.696129750379924,0.5504588790634691
IT,Clerk,Master,9,0.7796389451963572,1.0,1.0,38.235979864740486,0.7405361168712162
Healthcare,Data Analyst,Master,21,0.48118124872362866,0.5007065022543781,0.5685477092122329,16.64594356960476,0.3579241824767005
Healthcare,Clerk,Master,0,0.5159022499691045,0.7303311663684999,0.9964663566403089,26.873483846659326,0.6007073898419214
Manufacturing,Software Engineer,High School,21,0.705444699608013,0.6030775102822129,0.5758017076188049,22.31043479418848,0.3251788569358073
Retail,Manager,Master,23,0.6982002905707625,0.4454324951177573,0.7011264515183984,22.72137466982388,0.2890814972587811
Logistics,Data Analyst,Bachelor,17,0.6408833924264059,0.7147530994443577,0.7540806681265028,25.28614277789162,0.4426667505185487
Education,Technician,Bachelor,17,0.2808705963264547,0.4032985709343504,0.5194938359357963,8.87042232295846,0.24642415369276865
Government,Software Engineer,Diploma,13,0.4124070695519255,0.3847828044050019,0.6083541997236384,17.881043111764903,0.19528118895947671
IT,Teacher,Master,14,0.703054502504458,0.5210883404795889,0.7240563731243546,29.220385609456706,0.38139450966656807
IT,Clerk,Bachelor,11,0.6608281756559697,0.9177523832496872,1.0,32.539211929825235,0.7554214422599022
Finance,Teacher,Diploma,3,0.8397597537870368,0.7950233829365907,0.9716336621975318,31.068534041797466,0.6071343969139751
Retail,Support Staff,Master,2,0.6207386120370973,0.9081292072609719,1.0,35.64627995762412,0.8836427057293081
Healthcare,Software Engineer,High School,19,0.6930381473448184,0.5880160789941407,0.6017390570364651,22.655781576924838,0.4671193349021394
Education,Teacher,Bachelor,11,0.4172574568077848,0.3326954686468676,0.5732489155507487,15.004900687856898,0.2436871117782075
Manufacturing,Nurse,High School,6,0.7362901359021417,0.7071545193818504,0.9437200518480083,29.383428777975883,0.6062822390087719
Healthcare,Nurse,Master,10,0.40891793457169556,0.3731820937850513,0.678767260810305,25.79843633628453,0.2255354911202508
Government,Data Analyst,Bachelor,0,0.28641759933365496,0.3252983961962718,0.49675306304748246,12.479627437196742,0.2862252869722013
Retail,Clerk,Master,5,0.6434922252159898,0.8609165336479434,1.0,29.428255653917695,0.5943194146560172
Government,Manager,High School,14,0.324664976491158,0.2156933312102324,0.3745823454273202,2.4833400818451956,0.08107185256194888
Logistics,Software Engineer,Bachelor,14,0.7393852408287467,0.7910288143835323,1.0,35.60259820948443,0.7208814955272116
Manufacturing,Data Analyst,High School,18,0.7981548035004612,0.8142532624783999,0.7200897971998437,20.64512166656024,0.6166346920524828
Logistics,Technician,Master,10,0.5120098238451529,0.700571807938682,0.818742532129211,23.89123098632954,0.5110499587616263
Finance,Support Staff,Master,22,0.6776062281419097,0.8618869112553573,1.0,41.93230614593418,0.5371543230126202
Government,Clerk,High School,1,0.43708556253155095,0.7645110354191018,0.7599387619784714,17.472036580826945,0.6535285183156566
Finance,Software Engineer,Bachelor,13,0.5822630251813388,0.6049145190784212,0.8609612609248181,31.92762612436349,0.3386943790120016
IT,Nurse,High School,1,0.9407409786820269,0.8089850327257065,0.8392271080603011,23.218926903280607,0.5476486977424176
Logistics,Software Engineer,Master,3,0.6406896801408154,0.6795140257907111,0.9121735406459912,32.77174798591926,0.43449842219848006
Retail,Manager,High School,16,0.4078347176549111,0.22607547103753364,0.14986612597432497,0.6129122824071587,0.10644657548830104
Government,Nurse,Master,2,0.4040445491576109,0.4212255328781535,0.5346544792455519,6.54815438338135,0.35234339297113265
Education,Manager,High School,12,0.5998998314545698,0.5204401507978468,0.755459088029579,24.50528391639024,0.2896670397666077
Manufacturing,Technician,Bachelor,8,0.6026825220821947,0.5667630506354603,0.8783113693418801,24.795845408921164,0.4714631657004667
Healthcare,Support Staff,Bachelor,6,0.6358649255418347,0.8612458082826984,1.0,38.59472436694412,0.5992591517405729
Retail,Technician,High School,14,0.42255815111564526,0.6021729426956071,0.6630485517806152,25.09621542447656,0.4658258342667125
Retail,Data Analyst,High School,22,0.6238359153110304,0.5374718063506446,0.673988258863973,21.749621338803884,0.4240663844547654
Finance,Data Analyst,Bachelor,10,0.7571022730924946,0.8068066014883088,1.0,34.33274742141297,0.6695803633677697
Logistics,Technician,Master,19,0.5551712849601513,0.7031977412389466,0.9521910307005608,32.28799165437955,0.5794493077681491
Government,Support Staff,Bachelor,1,0.31403809114755743,0.5500319953170354,0.570743970469275,16.482754258637748,0.535059627773256
Government,Technician,Master,14,0.47738248718702175,0.5469361584877804,0.8184170722193078,25.932704606186363,0.3786861150010577
IT,Support Staff,High School,13,0.8115059291605594,0.8831865148560223,1.0,32.81350969427161,0.726170617460921
IT,Support Staff,High School,19,0.905786310049133,0.896598607938589,1.0,35.9867727140541,0.7551451515207092
Manufacturing,Teacher,Master,21,0.6017944515780422,0.5583400318326283,0.6122175252406367,14.847638856478156,0.3276091818093377
Finance,Nurse,High School,10,0.7983952236655437,0.7115173336102671,0.867078042269004,31.977750357835628,0.4775823194388495
Retail,Clerk,Master,2,0.5988096508388117,0.9547600231268039,1.0,27.551156815261443,0.9269150813655987
Government,Support Staff,Diploma,16,0.5174299830921919,0.6021839456875473,0.7041022073158821,24.61842006746182,0.4644984723634759
Education,Manager,Bachelor,11,0.29633033266224035,0.2136442930545077,0.25829385415448747,-1.9824022419895955,0.10029563241405459
Finance,Support Staff,Diploma,23,0.7075550751262092,0.7386155460701556,0.8317953480923622,26.819639218729257,0.48119509630497814
Manufacturing,Support Staff,Master,20,0.7596922047641138,0.8283758970278041,1.0,38.62758398368048,0.6693608402286654
Manufacturing,Support Staff,Bachelor,14,0.6737112591913739,0.8427950200248799,0.9487854811674398,39.41066824192967,0.6391884505512646
Finance,Teacher,Master,15,0.6604632485992402,0.5805393755217646,0.8863472436845372,34.218235834674786,0.43441356890504707
Manufacturing,Nurse,Bachelor,4,0.5632935471514487,0.5462829713643315,0.7915369038138238,21.129236258302775,0.4792036879834078
Finance,Teacher,Bachelor,19,0.7610510135194541,0.8325116088567165,1.0,32.9122970604936,0.6273730004315248
Healthcare,Data Analyst,Bachelor,5,0.5422628677911109,0.6126326858401105,0.9411653704927908,35.74723611538763,0.489015831740637
Finance,Teacher,Bachelor,18,0.5202093681542108,0.5633740769604467,0.6858231114237457,21.79224738912661,0.42400278946445513
Logistics,Manager,Master,24,0.68826456253617,0.6892515831196815,0.8245822613182443,25.55083539325886,0.5035294199246448
Finance,Manager,Bachelor,4,0.6633737270309158,0.5720141087877177,0.8015802683721576,29.21764915661035,0.47791273558628317
Manufacturing,Teacher,Bachelor,2,0.5620614407987501,0.582435117965989,0.65202003929408,21.534010003204735,0.4419267229769992
Government,Nurse,Diploma,0,0.5393627043968334,0.5104841072576795,0.5707377847718781,19.490076681500476,0.404320887977921
Logistics,Technician,High School,5,0.7821892500813041,0.714293128447188,0.6929039824733977,25.0976034518551,0.6819026889575321
Manufacturing,Clerk,High School,14,0.7295158456515192,1.0,0.9242037487014755,36.61065275549289,0.619335076302034
IT,Nurse,Diploma,1,0.6827853472470686,0.49124995229763274,0.7308745118701184,15.720245807887364,0.3604785287207086
IT,Teacher,Diploma,2,0.9141174275595072,0.8799657110789334,0.9190549011015148,25.01045498354558,0.713631544662473
Government,Support Staff,Master,16,0.37217588503700516,0.5968094969927953,0.8123691231628525,28.584408873977836,0.4827050511325612
Government,Software Engineer,Master,24,0.305856617401283,0.18854902219598874,0.2537093678349979,4.5946725079567585,0.013358174651124571
Logistics,Clerk,Master,23,0.6219963621349949,0.7810963174153747,1.0,37.09555857387443,0.46842748762790354
Healthcare,Clerk,Diploma,11,0.5328554508919126,0.8692060112548778,0.9349023620620797,31.032078197768598,0.5300011795687883
Government,Manager,Diploma,17,0.39694909465781875,0.30780228686571776,0.5184601416059412,13.905232190639301,0.191127844247097
IT,Clerk,Bachelor,14,0.8044282997793644,0.9424749743515564,1.0,36.63157520961754,0.6211859843850747
Finance,Teacher,Master,11,0.7120143560986698,0.7053090277099484,0.823823489951917,21.29697525903724,0.49939840168336364
Manufacturing,Support Staff,Master,15,0.8715571487122321,1.0,1.0,33.12850528959423,0.7302955064603838
IT,Support Staff,Master,7,0.7767938304845069,0.957924782011125,1.0,34.61935664826453,0.8864852059214834
IT,Data Analyst,High School,13,0.9040007621269822,1.0,1.0,38.26659318408376,0.7289656016159329
Healthcare,Support Staff,Bachelor,24,0.6630583948884812,0.9012201902490922,1.0,33.88988030874475,0.511601025688842
Logistics,Nurse,Master,16,0.609592746515978,0.5101843396258446,0.8793701940957162,31.334232819756423,0.345243865457356
Logistics,Support Staff,Master,20,0.6052095427336665,0.8718025912415182,0.9431276438437701,37.014260179599034,0.7604999305539808
Retail,Manager,Master,7,0.5607409448741728,0.5437656408272699,0.8366717357642794,26.385760004359426,0.434101166747359
Healthcare,Support Staff,High School,14,0.5569923657978708,0.649130377409719,0.6130932855053216,12.714171451780087,0.5753560264614304
Finance,Data Analyst,High School,13,0.7823062698141969,0.7073319357598646,0.7189977117761486,22.346114931514325,0.6029954795986376
Logistics,Software Engineer,Diploma,17,0.6167691843224025,0.4725898584634978,0.5680197805352208,14.518228777014778,0.22813237607472386
Manufacturing,Teacher,Bachelor,19,0.8986430323738044,0.9035009786602203,1.0,41.955795292415935,0.7004782736995708
Government,Manager,Diploma,6,0.2208150491035483,0.1255333808598739,0.1604357739857127,-8.085029542503,0.06419628303938275
Healthcare,Nurse,Bachelor,2,0.35110874700324557,0.31113156896153904,0.3430896498521736,5.668745709434598,0.2531755844349235
Government,Software Engineer,High School,11,0.4240694090458684,0.44758098654485756,0.4591223479415408,5.493142853383348,0.2796879999044034
IT,Manager,Master,20,0.7544522193266568,0.7292638445624217,0.8159004342498584,28.06956479499598,0.46306800240925783
Manufacturing,Technician,Diploma,23,0.6341338360448194,0.6121084867542097,0.6071172568404031,20.56803040445911,0.48064830749997567
Manufacturing,Clerk,Master,2,0.6591646780014981,0.8474524858416391,1.0,30.975459175802385,0.6021362140486136
IT,Technician,Diploma,19,0.7396166477867341,0.799623460913514,0.7709391374983366,25.95316881366976,0.66939060495394
Healthcare,Support Staff,High School,13,0.36077651738115674,0.5348665273881494,0.44569233587589757,6.618800648777638,0.2883650445143796
IT,Software Engineer,High School,14,0.990036564836706,0.9907154219311467,1.0,33.44948619361643,0.6054765000743303
Government,Support Staff,High School,24,0.27726092095847366,0.5192248871612968,0.5458013703556623,18.814337564927243,0.3728151698276552
Retail,Clerk,Diploma,13,0.6069104169062571,0.7887684322743163,0.7826498045061719,23.4408418731116,0.621776423164782
Manufacturing,Manager,Bachelor,6,0.8169087381429614,0.7155565184129228,0.8043209882138207,30.191361410528387,0.6222531282471644
Education,Clerk,Diploma,16,0.5752400893025302,0.8857750428379211,1.0,37.74088349169188,0.5606777090647848
Education,Data Analyst,Bachelor,11,0.260692309982683,0.29434641373461834,0.39078421223391624,7.049077771758044,0.19165617508770202
Government,Clerk,Diploma,19,0.5052169184564528,0.6671339440872909,0.7902163378794337,21.824818431224706,0.5107754525540723
Finance,Data Analyst,Diploma,3,0.6845291632939301,0.7096998765563847,0.70229323391072,20.197775548438454,0.6021265877210403
Logistics,Clerk,High School,8,0.6713904384880398,0.7702269714532644,0.8760597446151708,32.20000341318376,0.5878078208759212
IT,Teacher,Master,5,0.8755645969923618,0.9779763628463691,1.0,31.186691176148962,0.9392106856528853
IT,Data Analyst,Master,15,0.9369292317446547,0.7842429022441819,1.0,39.68128283578521,0.6203529428051443
Finance,Software Engineer,Bachelor,24,0.6166925627556886,0.5341962699901606,0.8171344787965686,26.592732738456167,0.3969485575429128
Finance,Support Staff,Master,21,0.7565679164509977,0.9478269600889264,1.0,41.08495665540961,0.7531811819994002
Government,Nurse,Diploma,21,0.385002338402769,0.4094566795625933,0.4629683264708505,8.0567947905284,0.26654600074133417
Government,Support Staff,Diploma,20,0.47768790500687175,0.5939539064597741,0.6334642020016792,24.900093596503915,0.30270454656760715
Finance,Technician,High School,20,0.8466911114695467,0.7786180009586307,0.7932153365153375,27.68492755439015,0.5040616694722536
Manufacturing,Support Staff,High School,1,0.6202278560913165,0.6676007997858251,0.6252179794186018,13.893260149280223,0.6295073557139912
Government,Manager,Master,23,0.5481270245459993,0.34946807736748187,0.4628782251649889,10.610879137406286,0.14060491886154503
Retail,Teacher,Bachelor,7,0.3814342539989709,0.27165314686439723,0.548395032529456,13.261903170989871,0.15255668166980388
Government,Clerk,Master,10,0.20081114176668485,0.457590811810039,0.6422472135876447,24.88971858868775,0.299662124994256
IT,Technician,Master,12,0.6654566776622409,0.6648849161038437,0.8674832293035488,26.080674039910686,0.42347323407852544
Government,Manager,Master,16,0.3196238416578666,0.14266940498038128,0.4005867179287652,4.465002093342429,0.05893872390252654
Manufacturing,Manager,Master,7,0.771517215737452,0.7656255397828997,1.0,35.42042202462394,0.6952447009376362
Finance,Data Analyst,Diploma,20,0.5241603393107473,0.5293540994930159,0.50293600452569,14.494629800939137,0.33665844290981917
IT,Support Staff,Bachelor,17,0.6519830350853486,0.7927591839614536,1.0,36.69035525275969,0.4473142915318476
Government,Software Engineer,Diploma,17,0.5279818599605782,0.417852943159052,0.42991723678743077,12.749500666120992,0.29110810583836566
Manufacturing,Nurse,Bachelor,13,0.8376743225789753,0.9459260590720999,1.0,32.80572883844779,0.7562474291676446
Retail,Software Engineer,High School,14,0.6332141098986608,0.4733843495721867,0.643819195417045,24.699843738373687,0.3985057142563913
Government,Technician,Master,5,0.509548496425692,0.6881245070331319,0.9883393439650916,32.703335271896606,0.5569012275920044
Manufacturing,Teacher,Diploma,10,0.7950119954702366,0.8241645818302851,0.9768067581242359,29.505338457300155,0.5827423055222272
Retail,Software Engineer,Bachelor,12,0.3865414454118285,0.25320928670355297,0.25832243569166197,4.932094686932121,0.15058342584245307
Finance,Clerk,High School,24,0.6396850658258031,1.0,1.0,39.517252231414204,0.8727421519915807
Government,Software Engineer,High School,0,0.4531023202626204,0.3451571866708876,0.45685098694779097,6.347215242459038,0.30847624567681575
Retail,Technician,Master,5,0.4481170612770323,0.45596730715499145,0.64157526072788,19.32911142116318,0.37861845217979745
IT,Nurse,Bachelor,8,0.8905922274476832,0.9503055355466206,1.0,31.238343476427723,0.6577509645625377
Finance,Software Engineer,Diploma,7,0.5085744568936783,0.49315954925334266,0.551240345625708,13.543887865243217,0.4139038458490185
IT,Clerk,Master,10,0.7571480693078576,1.0,1.0,39.79295026600791,0.8625951403151201
Education,Data Analyst,Diploma,21,0.44219561769701043,0.41268503774027615,0.45578423032270643,8.312701162450782,0.2090744202166262
Healthcare,Teacher,High School,18,0.5712314403271848,0.5014229918013242,0.5178962959376027,13.545690717041662,0.32081577762542324
Government,Technician,Diploma,23,0.4019642325616688,0.5426631963648485,0.687754933874814,27.402681121010797,0.2936857128467735
Retail,Data Analyst,Diploma,8,0.5942146966257003,0.5768490353008743,0.774304388296281,30.077588266206785,0.3871836925309717
Healthcare,Data Analyst,Master,16,0.35213106188394366,0.36348834804499935,0.6453871192535741,19.689534003472385,0.1595619481577945
Healthcare,Data Analyst,Diploma,11,0.3853294199921325,0.3395416925716971,0.5722429295652149,16.034927272154842,0.19959654765392482
Retail,Manager,Master,24,0.6541304882977007,0.4418879308537006,0.8019578292777994,29.754165858906205,0.25290457727229904
Finance,Teacher,High School,13,0.7386120254315565,0.7949223239041044,0.9805499887242775,39.91292719219702,0.45214499744228603
Government,Nurse,Master,14,0.23952607494010397,0.17725896767232163,0.23388985885334576,5.623525140124919,0.0627894218344299
Education,Support Staff,Master,15,0.5447260530895027,0.8498067181542504,1.0,32.04721349545973,0.7395343144508666
IT,Teacher,Bachelor,21,0.7347809262385985,0.6319270934765822,0.7048669442429982,23.160106305099816,0.43705252948646145
Manufacturing,Manager,Diploma,21,0.7173909594683283,0.6689239532483435,0.6654487681961374,21.713199707183296,0.4721154707723565
IT,Support Staff,High School,19,0.7008187795096311,0.8145224564382803,0.9379935311179777,37.478862240094074,0.5494318462842369
Manufacturing,Teacher,Master,0,0.7985385197475974,0.6796360953486615,0.8415462137413547,27.10429420962619,0.6026776721519926
IT,Data Analyst,High School,9,0.8833990473549937,0.7883685056008819,0.7083595127805371,23.526823619472324,0.5198474825177577
Retail,Technician,Bachelor,7,0.42388936490814766,0.48411924481613744,0.5322896518555639,19.331433225487785,0.418407389769075
Education,Support Staff,Diploma,17,0.5521902683999507,0.7501233562757823,0.7004486521802686,17.819709869752245,0.43321611357977313
Government,Clerk,Master,0,0.34045710847689925,0.6572880886534741,1.0,29.676117882404796,0.5781509144186694
Manufacturing,Clerk,Diploma,1,0.6523802818747597,0.9342756567640311,0.8928919511084646,27.27488904833947,0.713833805548797
Government,Software Engineer,Bachelor,0,0.25331535631258745,0.16269894420509323,0.23600846353342209,-3.2062303044093596,0.14832116361599426
Government,Support Staff,Bachelor,0,0.2931588043804381,0.42580048239241863,0.5714924556331862,7.976907239657182,0.35870181745103513
Government,Technician,High School,8,0.20770942242833595,0.2675925111105132,0.29239247519329986,-2.141007338647396,0.17630133213808016
Logistics,Nurse,Master,12,0.6541401223596405,0.6062005594573918,0.9753046163768633,36.46014723380176,0.3699767478740442
Finance,Manager,High School,0,0.7947807612203818,0.7697461897819686,0.6838473207890584,23.325022995858355,0.6719018368547687
IT,Data Analyst,Bachelor,12,0.8421431573045747,1.0,1.0,35.57072413519173,0.9311694451971446
Government,Software Engineer,Diploma,19,0.27674588667335653,0.15952996399892772,0.3476977758824586,7.916692868874233,0.054792446227785646
IT,Clerk,High School,21,0.6617842123748555,0.9020176431261622,1.0,34.26112119398856,0.5002564249885959
Government,Manager,High School,6,0.275119825640581,0.16463509445521854,0.2817650326985209,5.093942835037976,0.09869200713105505
Manufacturing,Manager,Diploma,1,0.6956424998248824,0.6271027648480928,0.8584170974522097,29.850304433756513,0.6057692796071333
Finance,Data Analyst,High School,5,0.7658640000449288,0.8172505849533203,0.7465543131991923,23.655332364575536,0.6501023591514883
Finance,Nurse,Diploma,6,0.5657449983882209,0.5492187822036841,0.6342976110316086,14.295363934558502,0.45426769616095375
Retail,Nurse,Master,13,0.6019270086741402,0.579698213269987,0.7605797103376606,19.9903055840398,0.4969651121502326
Logistics,Support Staff,Diploma,17,0.7534267139231594,0.804741927149961,1.0,31.170862910285507,0.6841949807331391
Retail,Clerk,Master,14,0.5088813968379249,0.8147937536598159,0.917773663601962,33.21216766180282,0.6027239774862514
Retail,Nurse,Diploma,1,0.6375011970749076,0.4634783093481823,0.46663846966600286,13.099154964683729,0.3672547500331984
Retail,Technician,Bachelor,9,0.5441300718122835,0.6791387375253697,0.7941340899853991,29.83599923071406,0.47718462501281017
Retail,Nurse,Bachelor,22,0.5729817929783168,0.48703601823438863,0.5060991348127818,14.737925958696579,0.3291393401732593
Retail,Manager,Master,11,0.5341974611183709,0.42417208685086094,0.5380324010792326,17.822713640246068,0.26331798282373253
Education,Data Analyst,Master,16,0.4121104508629696,0.5265991865328269,0.9144225600238343,37.71157755716483,0.308346184841239
Finance,Technician,Bachelor,7,0.5821287046215473,0.7697086158962732,0.9195729948497836,28.082826118097074,0.5612836149836117
Retail,Support Staff,Master,10,0.4561179208113661,0.7099559535545512,0.981162676502404,32.92784459917726,0.4555065794521707
Government,Clerk,Diploma,2,0.3014895416302632,0.5453291368469365,0.7494680776175594,27.30381140395034,0.47713812018272606
Finance,Support Staff,Diploma,5,0.6971511258338352,0.9538350300086973,1.0,32.058771607807415,0.8007199408920486
Finance,Manager,Bachelor,8,0.5419837925583615,0.43157969552271647,0.48310917156639743,16.306428204349437,0.3134670018446257
Healthcare,Technician,High School,5,0.6708770917458173,0.8656872786181814,0.8379906342958048,32.48211689036481,0.6559617526700275
Education,Technician,Diploma,8,0.5022293008490897,0.5677005969423783,0.6273438637455919,19.772202611444733,0.5096317599036967
Retail,Technician,Master,6,0.4905059708196178,0.6820372814057898,0.9546612285290688,35.962438757858116,0.42027646041213906
IT,Manager,High School,8,0.7055184505842323,0.7251357464616992,0.7645339386428682,26.998574009582093,0.6265358663942779
Manufacturing,Manager,High School,17,0.8586972594025726,0.8305884061519871,0.732973550417032,26.778220860152725,0.7170729357910375
Logistics,Support Staff,Diploma,11,0.7383223315354079,0.8465762928343632,0.9797688076079784,31.972769218133816,0.6275302121425358
Government,Software Engineer,Diploma,7,0.4526025434510128,0.31626594470228675,0.5887956318698829,10.580935489040058,0.23153049103972215
IT,Support Staff,High School,7,0.7450414665939349,1.0,1.0,32.516620790235805,0.9455622907587132
Education,Clerk,High School,17,0.3908563231017841,0.5722164920184292,0.7610404719593,27.650053060615377,0.3294547631078519
Manufacturing,Data Analyst,Bachelor,19,0.5859618883583482,0.7147253355508782,0.9929956417130241,31.715154255819698,0.4996852118731857
Education,Technician,Master,14,0.3161638336546361,0.4069458409165525,0.5702516298802007,10.604339140347939,0.2621298224937746
Government,Software Engineer,Bachelor,6,0.47405582306085653,0.3922706421417489,0.6600884839557861,14.580290249245639,0.26045186485882266
Finance,Data Analyst,Diploma,10,0.7502635515977394,0.9176316683726957,0.9177381436066132,33.88704757922714,0.8093690595393065
Manufacturing,Software Engineer,Bachelor,19,0.7577200170415772,0.7241875023326294,0.9543881538792132,40.420991344441916,0.6037397042526965
Finance,Nurse,Bachelor,15,0.8135043540741604,0.7712133679946986,0.9957623663344467,41.60608288042795,0.6373515896376909
